"genome","Occupancy","Mean_Relative_Abundance"
"Sg_CRR933399_bin.24",1.0989010989011,0.00716304595607445
"Sg_CRR933399_bin.25",1.0989010989011,0.0645330344819792
"Sg_CRR933399_bin.26",1.0989010989011,0.0192952632035215
"Sg_CRR933399_bin.27",9.89010989010989,0.114271656274228
"Sg_CRR933399_bin.28",1.0989010989011,0.0363673242706235
"Sg_CRR933399_bin.29",6.59340659340659,0.0334977807287296
"Sg_CRR933399_bin.3",6.59340659340659,0.132975910335552
"Sg_CRR933399_bin.30",1.0989010989011,0.0255987740184926
"Sg_CRR933399_bin.31",3.2967032967033,0.00829500675947623
"Sg_CRR933399_bin.32",1.0989010989011,0.0121966677951181
"Sg_CRR933399_bin.33",1.0989010989011,0.0443682383354325
"Sg_CRR933399_bin.34",6.59340659340659,0.00810651425034757
"Sg_CRR933399_bin.35",1.0989010989011,0.0253917399582747
"Sg_CRR933399_bin.37",1.0989010989011,0.00344442869610811
"Sg_CRR933399_bin.38",3.2967032967033,0.0324011933477864
"Sg_CRR933399_bin.4",1.0989010989011,0.00623653993769924
"Sg_CRR933399_bin.40",8.79120879120879,0.0762403529277932
"Sg_CRR933399_bin.41",1.0989010989011,0.0119956842841838
"Sg_CRR933399_bin.42",1.0989010989011,0.0120022809872983
"Sg_CRR933399_bin.5",2.1978021978022,0.0237148863766652
"Sg_CRR933399_bin.7",3.2967032967033,0.00519824945066958
"Sg_CRR933399_bin.8",1.0989010989011,0.0040352987896843
"Sg_CRR933399_bin.9",1.0989010989011,0.00670616245220549
"Sg_CRR933400_bin.1",1.0989010989011,0.139482599896049
"Sg_CRR933400_bin.2",4.3956043956044,0.00528654132712591
"Sg_CRR933400_bin.3",2.1978021978022,0.504189313338927
"Sg_CRR933400_bin.4",1.0989010989011,0.002843393640305
"Sg_CRR933400_bin.5",1.0989010989011,0.0415922085682896
"Sg_CRR933400_bin.8",3.2967032967033,0.387048214507966
"Sg_CRR933401_bin.1",1.0989010989011,0.0309959159719066
"Sg_CRR933401_bin.10",1.0989010989011,0.0311685983682724
"Sg_CRR933401_bin.11",2.1978021978022,0.0380725363043228
"Sg_CRR933401_bin.12",2.1978021978022,0.0145293199774454
"Sg_CRR933401_bin.14",1.0989010989011,0.0599855827397615
"Sg_CRR933401_bin.15",1.0989010989011,0.00528568396595906
"Sg_CRR933401_bin.16",3.2967032967033,0.175117721924784
"Sg_CRR933401_bin.17",2.1978021978022,0.00574384077966661
"Sg_CRR933401_bin.18",2.1978021978022,0.0578540697323072
"Sg_CRR933401_bin.2",4.3956043956044,0.414771755546158
"Sg_CRR933401_bin.3",3.2967032967033,0.0141336878398259
"Sg_CRR933401_bin.4",3.2967032967033,0.12433225748497
"Sg_CRR933401_bin.6",1.0989010989011,0.00373768470560453
"Sg_CRR933401_bin.7",1.0989010989011,0.010170094354847
"Sg_CRR933401_bin.8",6.59340659340659,0.0271475240536236
"Sg_CRR933401_bin.9",1.0989010989011,0.142521630840728
"Sg_CRR933402_bin.1",13.1868131868132,0.0719435787710572
"Sg_CRR933402_bin.11",2.1978021978022,0.034014847521015
"Sg_CRR933402_bin.15",12.0879120879121,0.240225066305721
"Sg_CRR933402_bin.16",2.1978021978022,0.00277884403314036
"Sg_CRR933402_bin.17",3.2967032967033,0.0110521376398602
"Sg_CRR933402_bin.19",2.1978021978022,0.0534532167258611
"Sg_CRR933402_bin.20",4.3956043956044,0.00295349618602185
"Sg_CRR933402_bin.3",18.6813186813187,0.429793021078701
"Sg_CRR933402_bin.4",1.0989010989011,0.0300294192719464
"Sg_CRR933402_bin.5",7.69230769230769,0.0247382910080522
"Sg_CRR933402_bin.6",6.59340659340659,0.255640196926024
"Sg_CRR933402_bin.9",4.3956043956044,0.025869697457749
"Sg_CRR933403_bin.1",25.2747252747253,0.0938245293598449
"Sg_CRR933403_bin.10",3.2967032967033,0.00479428165978704
"Sg_CRR933403_bin.11",14.2857142857143,0.00761181086473879
"Sg_CRR933403_bin.13",3.2967032967033,0.00252280988640113
"Sg_CRR933403_bin.14",2.1978021978022,0.00864933813420714
"Sg_CRR933403_bin.18",21.978021978022,0.0824654194463611
"Sg_CRR933403_bin.19",3.2967032967033,0.0103539428151267
"Sg_CRR933403_bin.2",2.1978021978022,0.00314375123891817
"Sg_CRR933403_bin.20",10.989010989011,0.010567613507189
"Sg_CRR933403_bin.21",3.2967032967033,0.0148203958432159
"Sg_CRR933403_bin.22",7.69230769230769,0.0149080748482413
"Sg_CRR933403_bin.23",20.8791208791209,0.0255756916222201
