"genome","Occupancy","Mean_Relative_Abundance","Domain","Phylum","Class","Order","Family","Genus","Species"
"Sg_CRR933439_bin.103",7.69230769230769,0.0355499477895579,"Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","Ignavibacteriaceae","Ignavibacterium","Unassigned"
"Sg_CRR933439_bin.105",1.0989010989011,0.00206646331648176,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium_C","Unassigned"
"Sg_CRR933439_bin.106",1.0989010989011,0.000738008666409453,"Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Microbacteriaceae","Microbacterium","Unassigned"
"Sg_CRR933439_bin.109",1.0989010989011,0.000553598084938709,"Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","UBA8139","Unassigned","Unassigned"
"Sg_CRR933439_bin.110",1.0989010989011,0.000634371747951902,"Bacteria","Pseudomonadota","Alphaproteobacteria","Ferrovibrionales","Ferrovibrionaceae","JAHCJQ01","Unassigned"
"Sg_CRR933439_bin.111",17.5824175824176,0.00514179782509583,"Bacteria","Patescibacteria","Paceibacteria","Paceibacterales","GCA-002788555","Unassigned","Unassigned"
"Sg_CRR933439_bin.113",3.2967032967033,0.000637358847234882,"Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","WLNW01","WLNW01","Unassigned"
"Sg_CRR933439_bin.114",2.1978021978022,0.00116073736896542,"Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","JACDCH01","UBA9382","Unassigned"
"Sg_CRR933439_bin.117",1.0989010989011,0.000460444338503362,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Sep-70","Unassigned","Unassigned"
"Sg_CRR933439_bin.118",1.0989010989011,0.000902150387099315,"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","UBA1924","JAHBXL01","JAHBXL01 sp937995595"
"Sg_CRR933439_bin.119",1.0989010989011,0.00109047213198675,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","Unassigned"
"Sg_CRR933439_bin.120",2.1978021978022,0.00145520261370093,"Bacteria","Chloroflexota","Anaerolineae","Aggregatilineales","Phototrophicaceae","Unassigned","Unassigned"
"Sg_CRR933439_bin.121",1.0989010989011,0.00061799691872579,"Bacteria","Chloroflexota","Dehalococcoidia","UBA2979","UBA2979","Unassigned","Unassigned"
"Sg_CRR933439_bin.122",10.989010989011,0.0175778496128257,"Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","JACDCH01","UBA9382","Unassigned"
"Sg_CRR933439_bin.123",8.79120879120879,0.0109298090828169,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","ZYF759","Unassigned"
"Sg_CRR933439_bin.124",2.1978021978022,0.0027718860921921,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Longimicrobiales","Longimicrobiaceae","Unassigned","Unassigned"
"Sg_CRR933439_bin.125",2.1978021978022,0.00161841603631503,"Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","Ilumatobacter","Unassigned"
"Sg_CRR933439_bin.126",4.3956043956044,0.000877247396775348,"Bacteria","Desulfobacterota","Desulfuromonadia","Desulfuromonadales","Geoalkalibacteraceae","Geoalkalibacter","Geoalkalibacter sp030605225"
"Sg_CRR933439_bin.127",1.0989010989011,0.00332948428698844,"Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","SKKL01","SKKL01","Unassigned"
"Sg_CRR933439_bin.128",1.0989010989011,0.000486597537809488,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","JAUSIF01","Unassigned"
"Sg_CRR933439_bin.129",6.59340659340659,0.0144918169147446,"Bacteria","Actinomycetota","Nitriliruptoria","Nitriliruptorales","Nitriliruptoraceae","Egicoccus","Unassigned"
"Sg_CRR933439_bin.13",6.59340659340659,0.0762487720316345,"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hyphomonas","Unassigned"
"Sg_CRR933439_bin.132",3.2967032967033,0.016921717258372,"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium neglectum"
"Sg_CRR933439_bin.14",1.0989010989011,0.00116863792781388,"Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Microbacteriaceae","Leucobacter","Unassigned"
"Sg_CRR933439_bin.15",2.1978021978022,0.00522095358899849,"Bacteria","Pseudomonadota","Alphaproteobacteria","CADEGL01","CADEGL01","CADEGL01","Unassigned"
"Sg_CRR933439_bin.16",2.1978021978022,0.0109524937489238,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","SG8-41","CAKKQX01","Unassigned"
"Sg_CRR933439_bin.18",2.1978021978022,0.000491588285950716,"Bacteria","Chloroflexota","Anaerolineae","Caldilineales","Caldilineaceae","QEUY01","Unassigned"
"Sg_CRR933439_bin.19",6.59340659340659,0.00409938654817063,"Bacteria","Actinomycetota","Nitriliruptoria","Nitriliruptorales","Nitriliruptoraceae","Egicoccus","Unassigned"
"Sg_CRR933439_bin.23",4.3956043956044,0.00091653816440568,"Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Nocardioides","Unassigned"
"Sg_CRR933439_bin.24",1.0989010989011,0.00143746013801138,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Unassigned","Unassigned"
"Sg_CRR933439_bin.25",5.49450549450549,0.00201055130985617,"Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Nocardioides","Unassigned"
"Sg_CRR933439_bin.28",7.69230769230769,0.00327631440648158,"Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Elioraea","Elioraea tepidiphila"
"Sg_CRR933439_bin.29",1.0989010989011,0.000773481807390424,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Nitrosospira","Unassigned"
"Sg_CRR933439_bin.3",5.49450549450549,0.00717519123685815,"Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Microtrichaceae","SKRR01","Unassigned"
"Sg_CRR933439_bin.30",7.69230769230769,0.00473938809162667,"Bacteria","Actinomycetota","Thermoleophilia","Miltoncostaeales","Miltoncostaeaceae","Miltoncostaea","Unassigned"
"Sg_CRR933439_bin.31",2.1978021978022,0.00634818346163009,"Bacteria","Planctomycetota","Planctomycetia","Pirellulales","JAEUIK01","Unassigned","Unassigned"
"Sg_CRR933439_bin.32",1.0989010989011,0.000451277880289335,"Bacteria","Actinomycetota","Actinomycetes","Jiangellales","Jiangellaceae","Unassigned","Unassigned"
"Sg_CRR933439_bin.34",1.0989010989011,0.00628763068667342,"Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella_A","Legionella_A londiniensis"
"Sg_CRR933439_bin.35",1.0989010989011,0.012554675666527,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Longimicrobiales","RSA9","SH-MAG3","Unassigned"
"Sg_CRR933439_bin.36",2.1978021978022,0.0048001415907009,"Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Nocardioides","Unassigned"
"Sg_CRR933439_bin.38",1.0989010989011,0.000283961127783941,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","UBA6910","Unassigned","Unassigned"
"Sg_CRR933439_bin.39",8.79120879120879,0.0134453147885922,"Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","Ignavibacteriaceae","JAGUYG01","Unassigned"
"Sg_CRR933439_bin.4",4.3956043956044,0.0978690143832049,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","JAGPUQ01","Unassigned"
"Sg_CRR933439_bin.40",1.0989010989011,0.00129576073885261,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Unassigned","Unassigned"
"Sg_CRR933439_bin.42",2.1978021978022,0.00184672656533701,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Aestuariivirgaceae","Nordella","Unassigned"
"Sg_CRR933439_bin.43",1.0989010989011,0.000745304454972252,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Sep-70","Unassigned","Unassigned"
"Sg_CRR933439_bin.44",2.1978021978022,0.00474163532034662,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Aquabacter","Aquabacter sp013911975"
"Sg_CRR933439_bin.46",3.2967032967033,0.00068583170329789,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","SYBY01","Unassigned"
"Sg_CRR933439_bin.47",2.1978021978022,0.000653214386048809,"Bacteria","Pseudomonadota","Alphaproteobacteria","GCA-2731375","GCA-2731375","Unassigned","Unassigned"
"Sg_CRR933439_bin.48",1.0989010989011,0.00146363661203434,"Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Unassigned","Unassigned"
"Sg_CRR933439_bin.5",2.1978021978022,0.00251276412687842,"Bacteria","Pseudomonadota","Alphaproteobacteria","CADEGL01","CADEGL01","CADEGL01","Unassigned"
"Sg_CRR933439_bin.50",2.1978021978022,0.000945478916814888,"Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Microbacteriaceae","Microbacterium","Unassigned"
"Sg_CRR933439_bin.51",1.0989010989011,0.00292246014889119,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","P52-10","Unassigned"
"Sg_CRR933439_bin.54",5.49450549450549,0.261304890023295,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","P52-10","Unassigned"
"Sg_CRR933439_bin.55",1.0989010989011,0.00055747355606065,"Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Lacipirellulaceae","Unassigned","Unassigned"
"Sg_CRR933439_bin.56",1.0989010989011,0.000286184181922752,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Im1","Rhodoligotrophos","Unassigned"
"Sg_CRR933439_bin.58",2.1978021978022,0.00184343164196145,"Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","JACDCH01","UBA9382","Unassigned"
"Sg_CRR933439_bin.59",1.0989010989011,0.000428353910581283,"Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Microbacteriaceae","Pseudolysinimonas","Unassigned"
"Sg_CRR933439_bin.6",1.0989010989011,0.00552281151350393,"Bacteria","Bdellovibrionota","Bacteriovoracia","Bacteriovoracales","Bacteriovoracaceae","UBA4096","Unassigned"
"Sg_CRR933439_bin.60",2.1978021978022,0.000911247388974331,"Bacteria","Patescibacteria","Microgenomatia","UBA1400","PJMF01","OMIS01","Unassigned"
"Sg_CRR933439_bin.61",3.2967032967033,0.00141628253542947,"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium","Unassigned"
"Sg_CRR933439_bin.62",1.0989010989011,0.00103154112039245,"Bacteria","Pseudomonadota","Alphaproteobacteria","MPNO01","UBA2964","WHUE01","Unassigned"
"Sg_CRR933439_bin.64",1.0989010989011,0.00977732062984517,"Bacteria","Chloroflexota","Dehalococcoidia","UBA2979","UBA2979","W-Chloroflexi-9","Unassigned"
"Sg_CRR933439_bin.67",1.0989010989011,0.00115807474483168,"Bacteria","Pseudomonadota","Alphaproteobacteria","SMXQ01","SMXQ01","Unassigned","Unassigned"
"Sg_CRR933439_bin.68",1.0989010989011,0.00995868210253164,"Bacteria","Hydrogenedentota","Hydrogenedentia","Hydrogenedentiales","JAEUWI01","Unassigned","Unassigned"
"Sg_CRR933439_bin.70",4.3956043956044,0.00304110411823905,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","G019454225","Unassigned"
"Sg_CRR933439_bin.71",1.0989010989011,0.00350533872870513,"Bacteria","Pseudomonadota","Alphaproteobacteria","Ferrovibrionales","Ferrovibrionaceae","Unassigned","Unassigned"
"Sg_CRR933439_bin.72",5.49450549450549,0.00269633851326416,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","JACCES01","JACCES01 sp029263615"
"Sg_CRR933439_bin.73",3.2967032967033,0.00234260576617589,"Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","CADCSY01","JAEKLB01","Unassigned"
"Sg_CRR933439_bin.75",6.59340659340659,0.0258286661635754,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Verticiella","Unassigned"
"Sg_CRR933439_bin.76",5.49450549450549,0.00279957491364108,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Wagnerdoeblera","Unassigned"
"Sg_CRR933439_bin.77",1.0989010989011,0.0120276802532589,"Bacteria","Actinomycetota","Actinomycetes","S36-B12","S36-B12","Unassigned","Unassigned"
"Sg_CRR933439_bin.8",4.3956043956044,0.000851500767227215,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Sep-70","VAYN01","Unassigned"
"Sg_CRR933439_bin.80",18.6813186813187,0.0684058842545543,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Extensimonas","Unassigned"
"Sg_CRR933439_bin.81",8.79120879120879,0.00777681262589968,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Ramlibacter","Unassigned"
"Sg_CRR933439_bin.82",5.49450549450549,0.000605572650642337,"Bacteria","Bacillota","Clostridia","Tissierellales","Tissierellaceae","Soehngenia","Soehngenia sp014360205"
"Sg_CRR933439_bin.83",3.2967032967033,0.00139969427889742,"Bacteria","Pseudomonadota","Alphaproteobacteria","Bin65","Bin65","SBBV01","Unassigned"
"Sg_CRR933439_bin.84",2.1978021978022,0.00161854786872863,"Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","SKSP01","Unassigned"
"Sg_CRR933439_bin.85",3.2967032967033,0.000888535094908116,"Bacteria","Armatimonadota","SYMT01","SYMT01","SYMT01","Unassigned","Unassigned"
"Sg_CRR933439_bin.86",6.59340659340659,0.000524246503363649,"Bacteria","Chloroflexota","Anaerolineae","Caldilineales","Caldilineaceae","Caldilinea","Unassigned"
"Sg_CRR933439_bin.87",1.0989010989011,0.00786542901554605,"Bacteria","Chloroflexota","Dehalococcoidia","UBA2979","UBA2979","W-Chloroflexi-9","Unassigned"
"Sg_CRR933439_bin.88",2.1978021978022,0.00104499662931907,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","UBA10027","Mycosynbacter","Unassigned"
"Sg_CRR933439_bin.9",4.3956043956044,0.0017577060779971,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","JADGHE01","Unassigned"
"Sg_CRR933439_bin.90",1.0989010989011,0.000760509570336874,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Govaniaceae","PRO5","Unassigned"
"Sg_CRR933439_bin.91",1.0989010989011,0.00124936822820543,"Bacteria","Pseudomonadota","Alphaproteobacteria","SHVZ01","SHVZ01","SHVZ01","Unassigned"
"Sg_CRR933439_bin.93",2.1978021978022,0.03192211367411,"Bacteria","Pseudomonadota","Alphaproteobacteria","JAJUGE01","JAJUGE01","Unassigned","Unassigned"
"Sg_CRR933439_bin.94",1.0989010989011,0.00132826050728557,"Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","UBA6163","Unassigned"
"Sg_CRR933439_bin.95",2.1978021978022,0.000542405093515304,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Achromobacter","Achromobacter animicus"
"Sg_CRR933439_bin.96",4.3956043956044,0.00403301824845874,"Bacteria","Pseudomonadota","Gammaproteobacteria","Immundisolibacterales","Immundisolibacteraceae","Immundisolibacter","Unassigned"
"Sg_CRR933439_bin.98",24.1758241758242,0.0331105499040175,"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Dietzia","Dietzia cercidiphylli"
"Sg_CRR933440_bin.10",4.3956043956044,0.0014876817387603,"Bacteria","Bacillota","Desulfotomaculia","Desulfotomaculales","Nap2-2B","Unassigned","Unassigned"
"Sg_CRR933440_bin.100",10.989010989011,0.00257178504884995,"Bacteria","Patescibacteria","Microgenomatia","UBA12405","BS750m-G30","Unassigned","Unassigned"
"Sg_CRR933440_bin.101",1.0989010989011,0.000336538042077014,"Bacteria","Eremiobacterota","JACPDS01","JACPDS01","Unassigned","Unassigned","Unassigned"
"Sg_CRR933440_bin.103",5.49450549450549,0.000466053628989169,"Archaea","Halobacteriota","Methanomicrobia","Methanomicrobiales","Methanospirillaceae","Methanolinea_A","Methanolinea_A sp029547605"
"Sg_CRR933440_bin.104",3.2967032967033,0.00456299241049254,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","JACABE01","JACABE01","Unassigned"
"Sg_CRR933440_bin.105",1.0989010989011,0.000309510466386678,"Bacteria","Planctomycetota","Phycisphaerae","UBA1845","Fen-1342","JALSRY01","Unassigned"
"Sg_CRR933440_bin.106",2.1978021978022,0.000667045731201203,"Bacteria","Desulfobacterota","Syntrophia","Syntrophales","UBA4778","Unassigned","Unassigned"
"Sg_CRR933440_bin.107",6.59340659340659,0.000912794196265841,"Bacteria","Acidobacteriota","Aminicenantia","UBA2199","Unassigned","Unassigned","Unassigned"
"Sg_CRR933440_bin.108",3.2967032967033,0.000326080672946566,"Bacteria","Bacillota","Peptococcia","DRI-13","DRI-13","UBA6129","Unassigned"
"Sg_CRR933440_bin.109",21.978021978022,0.0075744272589093,"Bacteria","Chloroflexota","Anaerolineae","Anaerolineales","Anaerolineaceae","UBA4781","Unassigned"
"Sg_CRR933440_bin.11",5.49450549450549,0.0014402828842147,"Bacteria","Chloroflexota","Anaerolineae","Anaerolineales","Anaerolineaceae","Pelolinea","Unassigned"
"Sg_CRR933440_bin.110",1.0989010989011,0.014426218758273,"Bacteria","Patescibacteria","Paceibacteria","Moranbacterales","UBA2206","Unassigned","Unassigned"
"Sg_CRR933440_bin.111",1.0989010989011,0.00027193500991225,"Archaea","Thermoproteota","Bathyarchaeia","TCS64","TCS64","UBA8941","Unassigned"
"Sg_CRR933440_bin.112",1.0989010989011,0.00040204990954992,"Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella","Legionella gormanii"
"Sg_CRR933440_bin.114",4.3956043956044,0.00150231799613624,"Bacteria","Patescibacteria","Dojkabacteria","SC72","SC72","UBA2177","UBA2177 sp022840695"
"Sg_CRR933440_bin.116",4.3956043956044,0.000981173731376451,"Bacteria","Poribacteria","DTPJ01","DTPJ01","DTPJ01","Unassigned","Unassigned"
"Sg_CRR933440_bin.117",3.2967032967033,0.00134865079199756,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Giesbergeria","Giesbergeria sp001770955"
"Sg_CRR933440_bin.118",1.0989010989011,0.000187992557115589,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","JAKQTR01","Unassigned","Unassigned"
"Sg_CRR933440_bin.119",2.1978021978022,0.000290365819085326,"Bacteria","Poribacteria","DTPJ01","DTPJ01","DTPJ01","Unassigned","Unassigned"
"Sg_CRR933440_bin.120",2.1978021978022,0.0159021695016565,"Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Pseudopelobacteraceae","Trichlorobacter","Trichlorobacter lovleyi"
"Sg_CRR933440_bin.122",3.2967032967033,0.00166167569242964,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Sulfuricystis","Sulfuricystis sp024709955"
"Sg_CRR933440_bin.124",7.69230769230769,0.00138520610193378,"Bacteria","Ratteibacteria","UBA8468","B48-G9","JAFGKM01","JAFGKM01","Unassigned"
"Sg_CRR933440_bin.126",1.0989010989011,0.000306055410896822,"Bacteria","Omnitrophota","Koll11","Duberdicusellales","4484-171","JAJYOP01","Unassigned"
"Sg_CRR933440_bin.127",6.59340659340659,0.00313411181487503,"Bacteria","Patescibacteria","ABY1","BM507","UBA917","UBA1359","UBA1359 sp022705845"
"Sg_CRR933440_bin.13",1.0989010989011,0.000277985791086131,"Bacteria","Chloroflexota","Dehalococcoidia","Dehalococcoidales","SURF-40","SURF-40","Unassigned"
"Sg_CRR933440_bin.132",6.59340659340659,0.00101122186872191,"Bacteria","Acidobacteriota","UBA4820","UBA4820","UBA4820","UBA4820","Unassigned"
"Sg_CRR933440_bin.133",3.2967032967033,0.00297471633375751,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Limisphaerales","UBA8199","JARKQH01","JARKQH01 sp029974925"
"Sg_CRR933440_bin.134",4.3956043956044,0.00271408687500576,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium","Unassigned"
"Sg_CRR933440_bin.135",2.1978021978022,0.000457580765879799,"Bacteria","Chloroflexota","Anaerolineae","Anaerolineales","Anaerolineaceae","Leptolinea","Unassigned"
"Sg_CRR933440_bin.136",2.1978021978022,0.000940063335252486,"Bacteria","Hinthialibacterota","Hinthialibacteria","Hinthialibacterales","Hinthialibacteraceae","Unassigned","Unassigned"
"Sg_CRR933440_bin.137",1.0989010989011,0.00177067280667593,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Desulfobacillus","Desulfobacillus sp003105015"
"Sg_CRR933440_bin.14",1.0989010989011,0.00440984058546281,"Bacteria","Patescibacteria","ABY1","BM507","UBA12465","UBA12465","Unassigned"
"Sg_CRR933440_bin.141",2.1978021978022,0.000287908504404335,"Bacteria","Wallbacteria","UBA9980","Unassigned","Unassigned","Unassigned","Unassigned"
"Sg_CRR933440_bin.142",12.0879120879121,0.0112781970441871,"Bacteria","Patescibacteria","Paceibacteria","Paceibacterales","UBA5633","UBA5633","Unassigned"
"Sg_CRR933440_bin.143",2.1978021978022,0.00345039582289042,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Limisphaerales","MWDV01","MWDV01","Unassigned"
"Sg_CRR933440_bin.145",1.0989010989011,0.00173318730625965,"Bacteria","Eremiobacterota","JAJTBE01","JAJTBE01","Unassigned","Unassigned","Unassigned"
"Sg_CRR933440_bin.147",2.1978021978022,0.000326490061902164,"Bacteria","Bacillota","Desulfotomaculia","Desulfotomaculales","Desulfocucumaceae","Unassigned","Unassigned"
"Sg_CRR933440_bin.148",3.2967032967033,0.00340470081559788,"Bacteria","Bacillota","Desulfotomaculia","Desulfotomaculales","Nap2-2B","46-80","Unassigned"
"Sg_CRR933440_bin.149",1.0989010989011,0.000417743725211367,"Bacteria","Desulfobacterota","Syntrophia","Syntrophales","Smithellaceae","Unassigned","Unassigned"
"Sg_CRR933440_bin.15",1.0989010989011,0.00123897272283635,"Bacteria","Bacteroidota","UBA10030","UBA10030","UBA8401","SpSt-333","Unassigned"
"Sg_CRR933440_bin.150",1.0989010989011,0.000921447903537599,"Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurospirillaceae","Sulfurospirillum","Sulfurospirillum sp001602955"
"Sg_CRR933440_bin.151",1.0989010989011,0.00162336619004172,"Bacteria","Hydrogenedentota","Hydrogenedentia","Hydrogenedentiales","SLHB01","DSVR01","DSVR01 sp029555585"
"Sg_CRR933440_bin.152",5.49450549450549,0.0027547840559593,"Bacteria","Margulisbacteria","WOR-1","O2-12-FULL-45-9","XYB2-FULL-48-7","Unassigned","Unassigned"
"Sg_CRR933440_bin.155",1.0989010989011,0.000932904213036361,"Bacteria","Patescibacteria","Microgenomatia","UBA12405","UBA12405","UBA1372","Unassigned"
"Sg_CRR933440_bin.156",12.0879120879121,0.00446751055534689,"Bacteria","Patescibacteria","Paceibacteria","UBA6257","JAPLYJ01","Unassigned","Unassigned"
"Sg_CRR933440_bin.158",2.1978021978022,0.000363949683930457,"Bacteria","Desulfobacterota","Syntrophobacteria","Syntrophobacterales","Syntrophobacteraceae","JAGPLX01","JAGPLX01 sp029974695"
"Sg_CRR933440_bin.159",2.1978021978022,0.00177697027771579,"Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Thermoguttaceae","CALFBP01","Unassigned"
"Sg_CRR933440_bin.161",13.1868131868132,0.0275655321228074,"Bacteria","Desulfobacterota","Syntrophia","Syntrophales","UBA2210","UBA6078","Unassigned"
"Sg_CRR933440_bin.163",1.0989010989011,0.00569932320637356,"Bacteria","Elusimicrobiota","Elusimicrobia","Elusimicrobiales","JAAYTX01","JAAYTX01","Unassigned"
"Sg_CRR933440_bin.164",5.49450549450549,0.00250785105442659,"Bacteria","Spirochaetota","Spirochaetia","Sphaerochaetales","Sphaerochaetaceae","UBA8525","Unassigned"
"Sg_CRR933440_bin.165",7.69230769230769,0.0152262466064012,"Archaea","Nanoarchaeota","Nanoarchaeia","Pacearchaeales","GW2011-AR1","RBG-13-33-26","Unassigned"
"Sg_CRR933440_bin.167",3.2967032967033,0.000823795091493104,"Bacteria","Patescibacteria","Microgenomatia","UBA1400","RBG-16-45-19","SZUA-360","Unassigned"
"Sg_CRR933440_bin.168",1.0989010989011,0.00017287778550149,"Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","JAAYVZ01","Unassigned"
"Sg_CRR933440_bin.170",3.2967032967033,0.00396655037260688,"Bacteria","Patescibacteria","Dojkabacteria","B142","OLB20","JAKQLP01","Unassigned"
"Sg_CRR933440_bin.171",1.0989010989011,0.000845597891577409,"Bacteria","Bacillota","Moorellia","Unassigned","Unassigned","Unassigned","Unassigned"
"Sg_CRR933440_bin.172",2.1978021978022,0.000460790158028155,"Bacteria","Bacteroidota","Kapaibacteriia","Kapaibacteriales","UBA2268","UBA2268","Unassigned"
"Sg_CRR933440_bin.174",1.0989010989011,0.000388480149168454,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","UBA10027","CAMEGH01","Unassigned"
"Sg_CRR933440_bin.175",10.989010989011,0.0254935557372369,"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium","Phenylobacterium sp024699945"
"Sg_CRR933440_bin.178",6.59340659340659,0.000845628943723508,"Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","WLNW01","WLNW01","Unassigned"
"Sg_CRR933440_bin.179",1.0989010989011,0.000250748676901215,"Bacteria","Desulfobacterota","Syntrophia","Syntrophales","Smithellaceae","UBA8904","UBA8904 sp012797505"
"Sg_CRR933440_bin.181",1.0989010989011,0.0038627924772251,"Bacteria","Patescibacteria","JAHJAL01","JAHJAL01","JAHJAL01","Unassigned","Unassigned"
"Sg_CRR933440_bin.182",2.1978021978022,0.00132197000069779,"Bacteria","Chloroflexota","Anaerolineae","Anaerolineales","UBA4823","UBA4823","Unassigned"
"Sg_CRR933440_bin.183",4.3956043956044,0.000620630804533939,"Bacteria","Omnitrophota","Koll11","Gygaellales","Profunditerraquicolaceae","Unassigned","Unassigned"
"Sg_CRR933440_bin.186",1.0989010989011,0.000939244214036066,"Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Victivallaceae","Unassigned","Unassigned"
"Sg_CRR933440_bin.187",2.1978021978022,0.000232351317629189,"Bacteria","Chloroflexota","Dehalococcoidia","GIF9","DYGU01","Unassigned","Unassigned"
"Sg_CRR933440_bin.189",2.1978021978022,0.000617977660807786,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Sulfuricystis","Unassigned"
